148.07,114.0,180.0
132.77,114.0,166.0
121.83,98.0,142.0
114.75,95.0,129.0
105.62,89.0,125.0
100.75,89.0,116.0
97.63,88.0,111.0
94.67,86.0,117.0
91.51,84.0,102.0
88.26,83.0,97.0
86.07,81.0,95.0
84.04,78.0,93.0
81.65,77.0,90.0
79.78,76.0,89.0
77.66,69.0,85.0
75.97,69.0,84.0
74.31,69.0,80.0
72.74,67.0,84.0
70.39,67.0,78.0
69.25,64.0,78.0
68.58,63.0,78.0
67.29,59.0,74.0
66.02,59.0,77.0
64.35,59.0,71.0
62.97,59.0,75.0
61.32,59.0,73.0
59.94,54.0,69.0
58.67,51.0,62.0
56.3,47.0,62.0
53.5,47.0,64.0
51.55,46.0,61.0
49.31,45.0,59.0
47.41,45.0,55.0
46.88,44.0,56.0
45.59,44.0,48.0
45.04,44.0,51.0
44.76,44.0,52.0
44.37,44.0,46.0
44.32,43.0,50.0
43.96,42.0,50.0
43.52,42.0,45.0
43.0,42.0,47.0
42.73,41.0,48.0
42.26,41.0,49.0
41.8,41.0,45.0
41.5,40.0,45.0
41.32,41.0,47.0
41.03,39.0,45.0
41.14,39.0,52.0
40.82,39.0,53.0
40.04,38.0,43.0
40.34,38.0,52.0
39.65,38.0,47.0
38.9,38.0,47.0
38.35,38.0,47.0
38.28,38.0,48.0
38.14,38.0,42.0
38.25,37.0,45.0
38.34,38.0,48.0
38.03,38.0,41.0
38.27,38.0,45.0
38.22,38.0,47.0
38.36,38.0,49.0
38.18,38.0,47.0
38.18,38.0,49.0
38.27,38.0,44.0
38.13,38.0,43.0
38.04,38.0,41.0
38.0,38.0,38.0
38.32,38.0,46.0
38.2,38.0,45.0
38.2,38.0,42.0
38.17,38.0,46.0
38.15,38.0,46.0
38.37,38.0,48.0
38.51,38.0,49.0
38.38,38.0,47.0
38.07,38.0,42.0
38.08,38.0,42.0
38.11,38.0,45.0
38.06,38.0,44.0
38.01,38.0,39.0
38.15,38.0,48.0
38.08,38.0,44.0
38.11,38.0,47.0
38.01,38.0,39.0
38.08,38.0,46.0
38.0,38.0,38.0
38.15,38.0,43.0
38.06,38.0,42.0
38.18,38.0,46.0
38.28,38.0,50.0
38.54,38.0,50.0
38.07,38.0,40.0
38.09,38.0,47.0
38.0,38.0,38.0
38.06,38.0,40.0
38.17,38.0,43.0
38.08,38.0,42.0
38.37,38.0,50.0
