9039.72,5456.0,12852.0
7487.87,5890.0,10080.0
6676.75,5146.0,8060.0
6229.14,4977.0,7564.0
5741.09,4898.0,6820.0
5445.52,4402.0,6489.0
5108.01,4278.0,6426.0
4847.11,4026.0,5704.0
4625.49,3906.0,5544.0
4406.52,3294.0,5456.0
4204.92,3294.0,5160.0
4009.07,3172.0,4636.0
3891.93,3294.0,4650.0
3716.32,3162.0,4331.0
3479.91,2976.0,4331.0
3321.92,2604.0,4402.0
3165.97,2604.0,3844.0
3009.35,2542.0,3906.0
2860.68,2356.0,3596.0
2669.85,2356.0,3038.0
2563.08,2170.0,3224.0
2410.56,1984.0,3038.0
2310.12,1984.0,2790.0
2180.54,1674.0,2728.0
2034.22,1674.0,2666.0
1873.02,1550.0,2480.0
1719.26,1364.0,2294.0
1659.43,1240.0,2480.0
1574.8,1364.0,2046.0
1514.66,1240.0,2356.0
1430.34,1240.0,2294.0
1386.94,1178.0,1798.0
1370.2,992.0,1798.0
1303.24,992.0,1736.0
1258.6,930.0,1984.0
1222.64,930.0,1984.0
1135.84,930.0,1798.0
1047.8,868.0,1550.0
1009.36,868.0,1612.0
988.28,868.0,1612.0
928.14,806.0,1736.0
913.26,806.0,1364.0
884.74,806.0,1364.0
862.42,682.0,1488.0
831.42,682.0,1302.0
823.98,682.0,1364.0
786.16,682.0,1302.0
778.72,682.0,1302.0
752.06,620.0,1116.0
740.9,620.0,1674.0
739.04,620.0,1178.0
768.18,496.0,1488.0
747.55,496.0,1488.0
697.56,496.0,1426.0
673.06,496.0,1240.0
666.36,434.0,1426.0
618.14,434.0,1178.0
617.52,434.0,1178.0
581.56,434.0,1178.0
557.38,434.0,1364.0
535.06,434.0,992.0
522.66,310.0,1054.0
468.72,310.0,1054.0
435.86,310.0,868.0
430.28,310.0,868.0
407.34,310.0,992.0
379.44,310.0,1054.0
348.44,248.0,682.0
334.8,248.0,744.0
327.36,248.0,620.0
340.38,248.0,1054.0
326.12,248.0,1240.0
309.38,186.0,992.0
281.48,186.0,930.0
252.96,186.0,930.0
265.36,186.0,806.0
228.78,124.0,744.0
239.94,186.0,868.0
227.54,124.0,868.0
207.08,124.0,558.0
188.48,124.0,620.0
202.12,124.0,868.0
166.78,124.0,744.0
149.42,124.0,558.0
140.74,124.0,558.0
155.62,124.0,806.0
164.3,124.0,558.0
179.8,124.0,620.0
155.62,124.0,930.0
168.02,124.0,620.0
159.96,124.0,558.0
159.34,124.0,868.0
162.44,124.0,868.0
169.26,124.0,930.0
164.3,124.0,744.0
176.7,124.0,806.0
149.42,124.0,744.0
165.54,124.0,682.0
192.2,124.0,806.0
163.06,124.0,930.0
