147.3,106.0,194.0
129.27,106.0,151.0
119.01,105.0,137.0
111.08,101.0,129.0
106.96,98.0,120.0
104.6,89.0,119.0
101.91,86.0,113.0
98.76,89.0,111.0
95.2,83.0,106.0
92.76,82.0,108.0
89.15,81.0,98.0
86.54,77.0,94.0
83.82,75.0,96.0
80.63,75.0,91.0
76.98,70.0,86.0
73.58,65.0,85.0
70.53,62.0,83.0
68.75,62.0,78.0
67.2,63.0,74.0
65.62,57.0,72.0
64.31,57.0,71.0
62.26,57.0,69.0
60.69,56.0,65.0
58.88,54.0,65.0
57.39,54.0,66.0
56.15,53.0,62.0
54.88,51.0,66.0
54.48,51.0,69.0
53.5,50.0,62.0
52.58,50.0,58.0
51.76,50.0,58.0
51.0,49.0,62.0
50.12,48.0,59.0
50.04,48.0,57.0
49.21,45.0,58.0
48.61,45.0,56.0
47.12,44.0,51.0
45.99,42.0,56.0
44.61,43.0,49.0
44.01,43.0,52.0
43.66,42.0,47.0
43.37,42.0,49.0
42.98,42.0,49.0
42.63,42.0,46.0
42.61,41.0,54.0
42.17,41.0,49.0
41.85,41.0,51.0
41.71,40.0,49.0
41.49,40.0,50.0
41.1,40.0,47.0
40.81,40.0,47.0
40.38,40.0,43.0
40.07,39.0,41.0
39.88,39.0,43.0
39.94,39.0,51.0
39.61,39.0,45.0
39.4,39.0,45.0
39.07,38.0,40.0
39.08,38.0,48.0
38.78,37.0,44.0
38.21,37.0,39.0
37.91,37.0,41.0
37.45,37.0,39.0
37.23,36.0,46.0
37.14,36.0,44.0
37.05,36.0,44.0
36.9,36.0,37.0
36.74,36.0,42.0
36.6,36.0,42.0
36.53,36.0,45.0
36.41,36.0,42.0
36.17,36.0,42.0
36.1,36.0,44.0
36.03,36.0,39.0
36.13,36.0,44.0
36.15,36.0,44.0
36.12,36.0,44.0
36.13,36.0,46.0
36.0,36.0,36.0
36.25,36.0,46.0
36.06,36.0,41.0
36.14,36.0,42.0
36.03,36.0,39.0
36.06,36.0,42.0
36.04,36.0,40.0
36.0,36.0,36.0
36.07,36.0,39.0
36.5,36.0,45.0
36.1,36.0,41.0
36.27,36.0,45.0
36.12,36.0,44.0
36.03,36.0,38.0
36.16,36.0,43.0
36.12,36.0,41.0
36.05,36.0,39.0
36.13,36.0,41.0
36.48,36.0,46.0
36.08,36.0,42.0
36.03,36.0,39.0
36.16,36.0,43.0
36.25,36.0,44.0
36.32,36.0,51.0
36.11,36.0,44.0
36.28,36.0,44.0
36.1,36.0,42.0
36.14,36.0,45.0
36.0,36.0,36.0
36.08,36.0,43.0
36.06,36.0,38.0
36.04,36.0,38.0
36.13,36.0,44.0
36.02,36.0,37.0
36.23,36.0,50.0
36.18,36.0,42.0
36.2,36.0,46.0
36.21,36.0,45.0
36.17,36.0,45.0
36.08,36.0,43.0
36.23,36.0,44.0
36.1,36.0,45.0
36.06,36.0,40.0
36.09,36.0,44.0
36.2,36.0,49.0
36.09,36.0,43.0
36.05,36.0,41.0
36.12,36.0,41.0
36.09,36.0,38.0
36.25,36.0,47.0
36.11,36.0,47.0
36.26,36.0,46.0
36.12,36.0,42.0
36.07,36.0,43.0
36.34,36.0,47.0
36.21,36.0,48.0
36.21,36.0,44.0
36.03,36.0,37.0
36.02,36.0,37.0
36.23,36.0,48.0
36.19,36.0,46.0
36.04,36.0,40.0
36.15,36.0,44.0
36.12,36.0,42.0
36.11,36.0,42.0
36.14,36.0,39.0
36.04,36.0,39.0
36.01,36.0,37.0
36.22,36.0,46.0
36.33,36.0,44.0
36.31,36.0,44.0
36.08,36.0,41.0
36.25,36.0,44.0
36.26,36.0,45.0
36.09,36.0,40.0
36.11,36.0,41.0
36.27,36.0,50.0
36.1,36.0,42.0
36.07,36.0,43.0
36.08,36.0,40.0
36.1,36.0,44.0
36.16,36.0,47.0
36.03,36.0,38.0
36.08,36.0,42.0
36.25,36.0,44.0
36.18,36.0,42.0
36.01,36.0,37.0
36.11,36.0,44.0
36.1,36.0,41.0
36.17,36.0,44.0
36.31,36.0,46.0
36.14,36.0,46.0
36.0,36.0,36.0
36.26,36.0,43.0
36.19,36.0,40.0
36.01,36.0,37.0
36.0,36.0,36.0
36.0,36.0,36.0
36.26,36.0,44.0
36.15,36.0,41.0
36.2,36.0,47.0
36.21,36.0,44.0
36.09,36.0,41.0
36.05,36.0,38.0
36.04,36.0,38.0
36.08,36.0,40.0
36.11,36.0,40.0
36.02,36.0,37.0
36.06,36.0,42.0
36.07,36.0,43.0
36.07,36.0,39.0
36.44,36.0,44.0
36.36,36.0,44.0
36.02,36.0,38.0
36.0,36.0,36.0
36.03,36.0,38.0
36.18,36.0,43.0
36.19,36.0,43.0
36.11,36.0,47.0
36.23,36.0,44.0
36.02,36.0,38.0
36.02,36.0,37.0
36.21,36.0,49.0
36.25,36.0,48.0
36.11,36.0,41.0
36.14,36.0,44.0
36.19,36.0,42.0
36.05,36.0,37.0
36.12,36.0,46.0
36.01,36.0,37.0
36.03,36.0,38.0
36.12,36.0,44.0
36.16,36.0,43.0
36.16,36.0,46.0
36.31,36.0,50.0
36.19,36.0,48.0
36.17,36.0,44.0
36.21,36.0,43.0
36.16,36.0,43.0
36.06,36.0,39.0
36.07,36.0,41.0
36.02,36.0,38.0
36.11,36.0,44.0
36.3,36.0,51.0
36.19,36.0,43.0
36.07,36.0,43.0
36.06,36.0,41.0
36.21,36.0,46.0
36.15,36.0,44.0
36.16,36.0,43.0
36.02,36.0,37.0
36.0,36.0,36.0
36.26,36.0,46.0
36.19,36.0,48.0
36.26,36.0,44.0
36.28,36.0,44.0
36.12,36.0,44.0
36.1,36.0,43.0
36.06,36.0,40.0
36.09,36.0,45.0
36.06,36.0,41.0
