109.18,65.0,159.0
91.6,65.0,118.0
81.74,61.0,101.0
75.71,55.0,91.0
71.08,55.0,88.0
66.04,50.0,87.0
60.87,48.0,79.0
56.86,48.0,68.0
54.17,44.0,66.0
51.93,44.0,61.0
51.13,42.0,62.0
49.81,42.0,63.0
49.13,43.0,58.0
47.78,42.0,58.0
46.95,43.0,56.0
46.68,42.0,60.0
46.17,42.0,56.0
45.81,41.0,56.0
44.93,41.0,61.0
44.67,40.0,51.0
44.37,40.0,57.0
44.26,40.0,52.0
44.84,40.0,55.0
42.8,39.0,53.0
43.19,39.0,53.0
42.63,39.0,53.0
43.01,38.0,55.0
43.21,39.0,53.0
43.5,37.0,60.0
42.75,37.0,54.0
42.47,36.0,52.0
42.28,36.0,57.0
41.54,36.0,51.0
40.57,36.0,50.0
40.21,36.0,55.0
40.04,36.0,52.0
39.34,36.0,51.0
38.19,36.0,48.0
38.26,36.0,50.0
37.85,35.0,46.0
37.67,35.0,44.0
38.33,36.0,48.0
38.43,36.0,50.0
38.37,36.0,48.0
38.53,36.0,49.0
38.62,35.0,51.0
38.06,35.0,46.0
38.44,35.0,51.0
38.41,36.0,51.0
38.58,36.0,48.0
38.24,35.0,49.0
37.66,35.0,47.0
38.33,34.0,50.0
37.73,34.0,51.0
38.42,34.0,49.0
37.97,35.0,51.0
38.3,35.0,47.0
38.12,35.0,50.0
38.41,35.0,46.0
38.63,36.0,51.0
38.42,36.0,49.0
38.41,35.0,49.0
38.28,35.0,48.0
38.63,35.0,47.0
37.79,35.0,45.0
37.18,35.0,46.0
36.73,35.0,46.0
36.68,35.0,47.0
36.96,35.0,51.0
37.61,35.0,49.0
37.12,35.0,43.0
37.23,34.0,49.0
37.06,34.0,52.0
37.62,34.0,45.0
37.53,35.0,51.0
38.36,35.0,51.0
38.0,34.0,54.0
38.59,35.0,50.0
39.27,34.0,48.0
39.16,34.0,52.0
38.4,34.0,46.0
38.63,34.0,50.0
38.08,34.0,52.0
38.12,34.0,46.0
38.24,34.0,48.0
38.1,34.0,55.0
38.0,35.0,52.0
38.16,35.0,48.0
37.93,35.0,48.0
37.84,35.0,51.0
38.33,35.0,50.0
38.51,35.0,47.0
37.83,35.0,53.0
36.8,35.0,45.0
37.15,34.0,47.0
37.54,34.0,46.0
36.57,34.0,48.0
36.51,34.0,53.0
37.18,34.0,49.0
36.93,34.0,51.0
